error_type,word,gt_snippet,gt_index,whisper_snippet,whisper_index,score,dataset,folder
over,x,and water quality analytics you know 4 to 5 exits its nearest competitor videojet you know a leader from a,6443,position in water quality analytics you know 4 to 5 x its nearest competitor videojet you know a leader from a,6195,97.0873786407767,combined_21,4344338
under,x,x on strong prior year comes up 12 x of x growth and shipment delays due to covid 19 this platform,3732,xfx some strong prior year comes up 12 egg to fix and shipment delays due to covid 19 this platform,3768,90.25641025641026,combined_21,4346818
under,x,of the portfolio saw slightly negative orders performance down 2 x of x with the majority due to covid lockdowns in,3852,the remainder of the portfolio so slightly negative orders performance down to with the majority due to covid lockdowns in,3884,95.06726457399103,combined_21,4346818
under,x,x of x adjusted revenue was 192 million down 9 x of x on strong prior year comes up 12 x,3720,xfx at just a revenue was 192 million down 9 xfx some strong prior year comes up 12 egg to,3758,89.53488372093024,combined_21,4346818
under,x,economic environment as adjusted orders were 219 million off 2 x of x adjusted revenue was 192 million down 9 x,3710,economic environment as adjusted orders were were 218 million up 2 xfx at just a revenue was 192 million down,3747,89.81481481481481,combined_21,4346818
under,x,as adjusted orders were 219 million off 2 x of x adjusted revenue was 192 million down 9 x of x,3712,as adjusted orders were were 218 million up 2 xfx at just a revenue was 192 million down 9 xfx,3749,86.95652173913044,combined_21,4346818
under,x,portfolio saw slightly negative orders performance down 2 x of x with the majority due to covid lockdowns in january and,3854,of the portfolio so slightly negative orders performance down to with the majority due to covid lockdowns in january and,3886,95.27896995708154,combined_21,4346818
under,x,everyone morning nathan hey you know revenue down 8 6 x fx margins up 120 basis points so clearly some very,8749,what do you think revenue down 8 6 to xfx margins up 120 basis points so clearly some very good,8537,86.85714285714286,combined_21,4346818
under,x,x of x on strong prior year comes up 12 x of x growth and shipment delays due to covid 19,3730,down 9 xfx some strong prior year comes up 12 egg to fix and shipment delays due to covid 19,3766,87.35632183908046,combined_21,4346818
under,x,x adjusted revenue was 192 million down 9 x of x on strong prior year comes up 12 x of x,3722,up 2 xfx at just a revenue was 192 million down 9 xfx some strong prior year comes up 12,3756,87.57396449704143,combined_21,4346818
under,x,x adjusted revenue was 192 million down 9 x of x on strong prior year comes up 12 x of x,3722,million up 2 xfx adjusted revenue was 192 million down 9 xfx on strong prior year comps of 12 xfx,3628,92.94117647058823,combined_21,4346818
under,x,x of x on strong prior year comes up 12 x of x growth and shipment delays due to covid 19,3730,million down 9 xfx on strong prior year comps of 12 xfx growth and shipping delays due to covid 19,3636,89.53488372093024,combined_21,4346818
under,x,x on strong prior year comes up 12 x of x growth and shipment delays due to covid 19 this platform,3732,9 xfx on strong prior year comps of 12 xfx growth and shipping delays due to covid 19 this platform,3638,92.2279792746114,combined_21,4346818
under,x,portfolio saw slightly negative orders performance down 2 x of x with the majority due to covid lockdowns in january and,3854,the portfolio saw slightly negative orders performance down 2 xfx with the majority due to covid lockdowns in january and,3757,98.73417721518987,combined_21,4346818
under,x,everyone morning nathan hey you know revenue down 8 6 x fx margins up 120 basis points so clearly some very,8749,good morning everyone hey you know revenue down 8 6 xfx margins up 120 basis points so clearly some very,8292,91.62561576354679,combined_21,4346818
under,x,of the portfolio saw slightly negative orders performance down 2 x of x with the majority due to covid lockdowns in,3852,remainder of the portfolio saw slightly negative orders performance down 2 xfx with the majority due to covid lockdowns in,3755,98.6784140969163,combined_21,4346818
under,x,as adjusted orders were 219 million off 2 x of x adjusted revenue was 192 million down 9 x of x,3712,this economic environment as adjusted orders were 218 million up 2 xfx adjusted revenue was 192 million down 9 xfx,3620,92.89617486338798,combined_21,4346818
under,x,economic environment as adjusted orders were 219 million off 2 x of x adjusted revenue was 192 million down 9 x,3710,economic environment as adjusted orders were 218 million up 2 xfx adjusted revenue was 192 million down 9 xfx on,3621,95.41284403669725,combined_21,4346818
under,x,x of x adjusted revenue was 192 million down 9 x of x on strong prior year comes up 12 x,3720,xfx adjusted revenue was 192 million down 9 xfx on strong prior year comps of 12 xfx growth and shipping,3631,92.94117647058823,combined_21,4346818
over,x,activities the cross capex the run rates or the capex that we spend into the business is currently aiming at,3613,the cross cap x the run rate so the cap x that we spend into the business is currently aiming at,3570,95.83333333333334,combined_21,4359732
over,x,you can see here from the investing activities the cross capex the run rates or the capex that we spend,3606,can see here from the investing activities the cross cap x the run rate so the cap x that we spend,3563,95.91836734693877,combined_21,4359732
under,x,of that 100 million is related to labor right so x and thats thats probably labors probably you know half of,5864,biggest piece of that 100 million is related to labor right so and thats probably labors probably you know half,5874,94.6341463414634,combined_21,4359971
under,x,of that 100 million is related to labor right so x and thats thats probably labors probably you know half of,5864,biggest piece of that 100 million is related to labor right so and thats probably labors probably you know half,5879,94.6341463414634,combined_21,4359971
